"OBJECTID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT_NAME","FIRE_YEAR","Month","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","FIPS_NAME"
664927,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,1,"B",38.62056,-78.15806,"MISSING/NOT SPECIFIED","VA","Rappahannock County"
664928,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,6,"B",37.98555,-79.50611,"MISSING/NOT SPECIFIED","VA","Rockbridge County"
664929,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.5,"B",37.83583,-79.28694,"MISSING/NOT SPECIFIED","VA","Rockbridge County"
664930,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,3,"B",37.695,-79.45834,"MISSING/NOT SPECIFIED","VA","Rockbridge County"
664931,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Railroad operations and maintenance","",NA,0.1,"A",37.80972,-79.31805,"MISSING/NOT SPECIFIED","VA","Rockbridge County"
664932,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.1,"A",37.21361,-80.17639,"MISSING/NOT SPECIFIED","VA","Roanoke County"
664933,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Equipment and vehicle use","",NA,1,"B",37.34694,-80.035,"MISSING/NOT SPECIFIED","VA","Roanoke County"
664934,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,3990,"F",37.35833,-79.97583,"MISSING/NOT SPECIFIED","VA","Roanoke County"
664935,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.2,"A",37.14389,-80.11861,"MISSING/NOT SPECIFIED","VA","Roanoke County"
664936,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,5,"B",37.19695,-80.15009,"MISSING/NOT SPECIFIED","VA","Roanoke County"
664937,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.5,"B",37.32361,-80.06028,"MISSING/NOT SPECIFIED","VA","Roanoke County"
664938,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.5,"B",37.3125,-80.08389,"MISSING/NOT SPECIFIED","VA","Roanoke County"
664939,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,49,"C",37.20694,-80.12527,"MISSING/NOT SPECIFIED","VA","Roanoke County"
664940,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,6,"B",38.43972,-78.65305,"MISSING/NOT SPECIFIED","VA","Rockingham County"
664941,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.5,"B",38.4525,-78.68694,"MISSING/NOT SPECIFIED","VA","Rockingham County"
664942,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Railroad operations and maintenance","",NA,0.1,"A",38.26222,-78.82139,"MISSING/NOT SPECIFIED","VA","Rockingham County"
664943,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Equipment and vehicle use","",NA,0.2,"A",38.3975,-78.55,"MISSING/NOT SPECIFIED","VA","Rockingham County"
664944,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,2,"B",38.44639,-78.57278,"MISSING/NOT SPECIFIED","VA","Rockingham County"
664945,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.1,"A",38.62917,-78.93445,"MISSING/NOT SPECIFIED","VA","Rockingham County"
664946,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.2,"A",38.56194,-78.76694,"MISSING/NOT SPECIFIED","VA","Rockingham County"
664947,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Equipment and vehicle use","",NA,7,"B",38.39389,-78.5575,"MISSING/NOT SPECIFIED","VA","Rockingham County"
664948,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,4.4,"B",38.10528,-76.90111,"MISSING/NOT SPECIFIED","VA","Richmond County"
664949,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,9.4,"B",38.05944,-76.88167,"MISSING/NOT SPECIFIED","VA","Richmond County"
664950,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,52,"C",36.84,-82.35083,"MISSING/NOT SPECIFIED","VA","Russell County"
664951,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,75,"C",36.96778,-82.04556,"MISSING/NOT SPECIFIED","VA","Russell County"
664952,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,50,"C",36.91667,-82.08945,"MISSING/NOT SPECIFIED","VA","Russell County"
664953,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.1,"A",36.8725,-82.27972,"MISSING/NOT SPECIFIED","VA","Russell County"
664954,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.1,"A",36.83639,-82.34722,"MISSING/NOT SPECIFIED","VA","Russell County"
664955,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.1,"A",37.01944,-82.19389,"MISSING/NOT SPECIFIED","VA","Russell County"
664956,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,40,"C",36.92417,-82.21972,"MISSING/NOT SPECIFIED","VA","Russell County"
664957,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,180,"D",37.02056,-82.19833,"MISSING/NOT SPECIFIED","VA","Russell County"
664958,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,99,"C",36.91028,-82.21861,"MISSING/NOT SPECIFIED","VA","Russell County"
664959,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,100,"D",36.93472,-82.21194,"MISSING/NOT SPECIFIED","VA","Russell County"
664960,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,1,"B",36.90639,-82.20834,"MISSING/NOT SPECIFIED","VA","Russell County"
664961,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.1,"A",36.84278,-82.15916,"MISSING/NOT SPECIFIED","VA","Russell County"
664962,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,1,"B",36.90639,-82.20834,"MISSING/NOT SPECIFIED","VA","Russell County"
664963,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",36.88361,-82.2625,"MISSING/NOT SPECIFIED","VA","Russell County"
664964,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.5,"B",36.96417,-82.16528,"MISSING/NOT SPECIFIED","VA","Russell County"
664965,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.7,"B",36.95055,-82.23306,"MISSING/NOT SPECIFIED","VA","Russell County"
664966,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.1,"A",36.81667,-82.13028,"MISSING/NOT SPECIFIED","VA","Russell County"
664967,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,2,"B",36.70972,-82.84583,"MISSING/NOT SPECIFIED","VA","Scott County"
664968,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",36.61472,-82.69473,"MISSING/NOT SPECIFIED","VA","Scott County"
664969,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Equipment and vehicle use","",NA,0.3,"B",36.8375,-82.38889,"MISSING/NOT SPECIFIED","VA","Scott County"
664970,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,17,"C",36.635,-82.93333,"MISSING/NOT SPECIFIED","VA","Scott County"
664971,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,5,"B",36.74306,-82.46333,"MISSING/NOT SPECIFIED","VA","Scott County"
664972,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,6,"B",36.60222,-82.52417,"MISSING/NOT SPECIFIED","VA","Scott County"
664973,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,18,"C",36.60556,-82.51028,"MISSING/NOT SPECIFIED","VA","Scott County"
664974,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,4,"B",36.64917,-82.78333,"MISSING/NOT SPECIFIED","VA","Scott County"
664975,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,22,"C",36.66972,-82.78416,"MISSING/NOT SPECIFIED","VA","Scott County"
664976,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,15,"C",36.6375,-82.68333,"MISSING/NOT SPECIFIED","VA","Scott County"
664977,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",36.68389,-82.725,"MISSING/NOT SPECIFIED","VA","Scott County"
664978,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,320,"E",36.63528,-82.97528,"MISSING/NOT SPECIFIED","VA","Scott County"
664979,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,4,"B",36.69278,-81.50222,"MISSING/NOT SPECIFIED","VA","Scott County"
664980,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.5,"B",36.61028,-82.37167,"MISSING/NOT SPECIFIED","VA","Scott County"
664981,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,175,"D",36.64611,-82.8375,"MISSING/NOT SPECIFIED","VA","Scott County"
664982,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.1,"A",36.64056,-82.66389,"MISSING/NOT SPECIFIED","VA","Scott County"
664983,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,5,"B",36.66722,-82.47305,"MISSING/NOT SPECIFIED","VA","Scott County"
664984,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,3,"B",36.60278,-82.49389,"MISSING/NOT SPECIFIED","VA","Scott County"
664985,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,3,"B",38.89583,-78.575,"MISSING/NOT SPECIFIED","VA","Shenandoah County"
664986,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Smoking","",NA,0.1,"A",39.02806,-78.41417,"MISSING/NOT SPECIFIED","VA","Shenandoah County"
664987,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",38.97361,-78.43083,"MISSING/NOT SPECIFIED","VA","Shenandoah County"
664988,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",38.92083,-78.59695,"MISSING/NOT SPECIFIED","VA","Shenandoah County"
664989,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.2,"A",38.88694,-78.54056,"MISSING/NOT SPECIFIED","VA","Shenandoah County"
664990,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,2,"B",38.80833,-78.65833,"MISSING/NOT SPECIFIED","VA","Shenandoah County"
664991,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Equipment and vehicle use","",NA,0.2,"A",38.94472,-78.40444,"MISSING/NOT SPECIFIED","VA","Shenandoah County"
664992,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,12,"C",36.9325,-76.92028,"MISSING/NOT SPECIFIED","VA","Southampton County"
664993,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,14,"C",36.60028,-76.94722,"MISSING/NOT SPECIFIED","VA","Southampton County"
664994,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.2,"A",36.68833,-77.025,"MISSING/NOT SPECIFIED","VA","Southampton County"
664995,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,2,"B",36.59528,-77.32611,"MISSING/NOT SPECIFIED","VA","Southampton County"
664996,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",36.61528,-77.17889,"MISSING/NOT SPECIFIED","VA","Southampton County"
664997,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,0.2,"A",36.75056,-77.235,"MISSING/NOT SPECIFIED","VA","Southampton County"
664998,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,3,"B",36.60333,-77.28806,"MISSING/NOT SPECIFIED","VA","Southampton County"
664999,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.2,"A",36.70139,-77.12278,"MISSING/NOT SPECIFIED","VA","Southampton County"
665000,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,3,"B",36.75195,-77.24306,"MISSING/NOT SPECIFIED","VA","Southampton County"
665001,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Equipment and vehicle use","",NA,2,"B",36.75972,-77.11389,"MISSING/NOT SPECIFIED","VA","Southampton County"
665002,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,59,"C",36.835,-81.7125,"MISSING/NOT SPECIFIED","VA","Smyth County"
665003,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",38.01472,-77.57333,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665004,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",38.1225,-77.57333,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665005,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,2,"B",38.20195,-77.45277,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665006,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.2,"A",38.18195,-77.57972,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665007,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,1,"B",38.05583,-77.58361,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665008,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,1,"B",38.26694,-77.67472,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665009,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Misuse of fire by a minor","Minor",NA,0.5,"B",38.34472,-77.66805,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665010,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Misuse of fire by a minor","Minor",NA,0.1,"A",38.12389,-77.67667,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665011,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.2,"A",38.21778,-77.83222,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665012,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,0.1,"A",38.33611,-77.63861,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665013,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.1,"A",38.33583,-77.64139,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665014,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Equipment and vehicle use","",NA,2.5,"B",38.22283,-77.4445,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665015,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Misuse of fire by a minor","Minor",NA,0.2,"A",38.2575,-77.55167,"MISSING/NOT SPECIFIED","VA","Spotsylvania County"
665016,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Misuse of fire by a minor","Minor",NA,24,"C",38.46783,-77.36034,"MISSING/NOT SPECIFIED","VA","Stafford County"
665017,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",38.36639,-77.38972,"MISSING/NOT SPECIFIED","VA","Stafford County"
665018,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,11.5,"C",36.90333,-76.42944,"MISSING/NOT SPECIFIED","VA","Suffolk city"
665019,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,6.7,"B",36.62611,-76.81028,"MISSING/NOT SPECIFIED","VA","Suffolk city"
665020,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,1,"B",36.56139,-76.81333,"MISSING/NOT SPECIFIED","VA","Suffolk city"
665021,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,23,"C",36.56222,-76.8,"MISSING/NOT SPECIFIED","VA","Suffolk city"
665022,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Railroad operations and maintenance","",NA,6.5,"B",36.69556,-76.6975,"MISSING/NOT SPECIFIED","VA","Suffolk city"
665023,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Equipment and vehicle use","",NA,10,"C",37.19305,-76.85222,"MISSING/NOT SPECIFIED","VA","Surry County"
665024,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,39,"C",37.17861,-76.92194,"MISSING/NOT SPECIFIED","VA","Surry County"
665025,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,10.3,"C",37.14028,-76.77084,"MISSING/NOT SPECIFIED","VA","Surry County"
665026,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,14,"C",37.10333,-77.13,"MISSING/NOT SPECIFIED","VA","Surry County"
665027,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,62,"C",37.11722,-76.96389,"MISSING/NOT SPECIFIED","VA","Surry County"
665028,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,9,"B",37.11806,-77.14472,"MISSING/NOT SPECIFIED","VA","Surry County"
665029,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,53,"C",37.07028,-77.06778,"MISSING/NOT SPECIFIED","VA","Surry County"
665030,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.5,"B",37.10833,-76.84611,"MISSING/NOT SPECIFIED","VA","Surry County"
665031,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.1,"A",36.84167,-77.41666,"MISSING/NOT SPECIFIED","VA","Sussex County"
665032,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,73,"C",37.015,-77.05639,"MISSING/NOT SPECIFIED","VA","Sussex County"
665033,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,1,"B",37.015,-77.04166,"MISSING/NOT SPECIFIED","VA","Sussex County"
665034,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,50,"C",36.9,-77.58334,"MISSING/NOT SPECIFIED","VA","Sussex County"
665035,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,2,"B",36.925,-77.51667,"MISSING/NOT SPECIFIED","VA","Sussex County"
665036,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,118,"D",36.95833,-77.09167,"MISSING/NOT SPECIFIED","VA","Sussex County"
665037,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,3,"B",36.79583,-77.35,"MISSING/NOT SPECIFIED","VA","Sussex County"
665038,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,1.5,"B",37.02083,-77.1175,"MISSING/NOT SPECIFIED","VA","Sussex County"
665039,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,6,"B",37.06667,-77.2,"MISSING/NOT SPECIFIED","VA","Sussex County"
665040,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,0.7,"B",37.025,-77.25833,"MISSING/NOT SPECIFIED","VA","Sussex County"
665041,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Natural","Natural","",NA,1,"B",36.86666,-77.35833,"MISSING/NOT SPECIFIED","VA","Sussex County"
665042,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,5,"B",37.04167,-77.25833,"MISSING/NOT SPECIFIED","VA","Sussex County"
665043,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,2,"B",36.84889,-77.43166,"MISSING/NOT SPECIFIED","VA","Sussex County"
665044,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,2,"B",37.22472,-81.49472,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665045,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,2,"B",37.06722,-81.67416,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665046,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,2,"B",37.15028,-81.76917,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665047,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,30,"C",37.00972,-81.5225,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665048,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,4,"B",37.30222,-81.33861,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665049,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,1,"B",37.2125,-81.43417,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665050,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,15,"C",37.18083,-81.29889,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665051,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,0.2,"A",37.02333,-81.78833,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665052,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Arson/incendiarism","",NA,125,"D",37.26972,-81.41805,"MISSING/NOT SPECIFIED","VA","Tazewell County"
665053,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Debris and open burning","",NA,25.5,"C",36.57111,-76.11056,"MISSING/NOT SPECIFIED","VA","Virginia Beach city"
665054,"NONFED","ST-NASF","Virginia Department of Forestry","Virginia Department of Forestry",2018,"June","Human","Missing data/not specified/undetermined","",NA,0.1,"A",38.81361,-78.26278,"MISSING/NOT SPECIFIED","VA","Warren County"
